,block_mined,gas,gas_price,hashpower_accepting,round_gp_10gwei,time_mined,tx_cost
b'tT\x9c\xfb\xad\xd1\xf6\xd2\x8f\xdao=kB2\xb3~\xe7\xd0\xfd\xce[\x8f\x8d11\xbd;G\xd7\xf3o',8934630.0,328582.0,1000000000.0,36.0,10.0,1573766197.0,3285820.0
"b'ty\xec\xd3mC\xd4\xabpIX<^\xc4\xe5\r\xb7\xad\xa9\xd2\x90""a\xc4Y\xe9\x19a\xe1\xc6;\xa3'",8934631.0,345808.0,20250517504.0,100.0,200.0,1573766237.0,69161600.0
b't\x9d\xbd6\xbf\xeaS\xb7Ic/\x85F8\x8a\xa8\xdbn\xab\x16\x0bp\xea\xb7\xbd#\xdd\xc4\xc7\x02\xe4\x02',8934626.0,150000.0,22000000000.0,100.0,220.0,1573766161.0,33000000.0
b't\xc8\xad\xa6\xca\xc7\x94\xfdo\xe9\x95B\xd7\xe1\xf2\x83[5w\xa0\xf5\x0br\x84K\xe1\x02\x10\xb9p\x83\xdd',8934633.0,21000.0,4020000000.0,48.99999999999999,40.0,1573766280.0,840000.0
b't\xe6C+\xf0\x05\xfb\x89\xf3\x0b\xd9\xcc\xceJ\xa8Zk\x92\x03%\x1c\x08(\x0b\x1c\xbc\xec\xb9~\x8c\xce|',8934629.0,21000.0,10000000000.0,100.0,100.0,1573766190.0,2100000.0
b't\xeahX\xd4\x03\xd653\xbf\x1c\xfd\x12\xf5E\x91\xb8\x13\x12\x13\xf7\x87\xef\xd8S!\x88\x1c\xa0\x92\xb2Z',8934633.0,150000.0,15000000000.0,100.0,150.0,1573766280.0,22500000.0
b'u\x1e\xa4x\xbdx\n2\xb0\x04\xae\xe5\x9d\x8c\xf8B\x9f9\xd4e\xc0\xa7\xbfJ\x10\x9b\xbf\x15\x0b\xf8^\xb0',8934631.0,22000.0,20700000001.0,100.0,200.0,1573766237.0,4400000.0
b'ulB\x88\xc6\xfc\xbe{M~\xf2h\x9e\x89w\xf4Wz\xbcP\xc1+#g\xbc\x93\xc3\xa3\x08q\xab\xa7',8934629.0,5000000.0,2000000000.0,36.0,20.0,1573766190.0,100000000.0
b'vT\x9a\xc1\xa1\xce\xab\xcc\xfe\xb9\xfb5\x05\xa0\xf9A\x03?\x92\x83\xe6\xaaU\x87!\x02[\xe1c\x9e\x1f\x83',8934631.0,21000.0,10000000000.0,100.0,100.0,1573766237.0,2100000.0
"b'vv\x03> \xecpW\x8d_]\x1f\xeeXDY\x88gsB\xc8""\x0eJ\x15*\xa6\xcc\x07\x10\x1a\xbf'",8934633.0,400000.0,11000000000.0,100.0,110.0,1573766280.0,44000000.0
b'x\xb6%.l\xd02\xe34lRD\xa4\xf7m\xe2\xd4P\x15T\x0e\xf4\x91\xce\xb3O\xc09\xb2\xd0\x93\x99',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'y\xd9U\\\x99\xdf\xe8_\xdd]\xe0tX+\x9b\xb8\xbf#\x9a\xa6\x02\x9f\xfc\x9a\xc5\xeb\xac>%\xa4\xc5\xd1',8934633.0,1000000.0,1100000000.0,36.0,10.0,1573766280.0,10000000.0
"b'y\xdb!\x8d\xf4zl\to5A\x95(\x7f\xbd\x1d\x97\xcd\xa4\x19G\x9f\x11,czT#\xb3{T\xee'",8934629.0,35000.0,40000000000.0,100.0,400.0,1573766190.0,14000000.0
b'y\xfc\xe7\xffi\x84\xc5\x14E\x01X\xe6\xdd4\xbbhT\xf3\xd3\xb6\x8f%C[\xe5G\x04\x1e>\x10gI',8934629.0,21000.0,10000000000.0,100.0,100.0,1573766190.0,2100000.0
b'zE(C5W1Z\xa8p7\x06(\xb3\xb6\xc4pi\xae_\x10g#\xf7Q\xd6\xe0!\xf0\xb8\x13\xc7',8934631.0,60000.0,20000000000.0,100.0,200.0,1573766237.0,12000000.0
"b'{*\xa4\xc6A\x918\x98h\x02\x8f\x06\xfc\x14|\xba<\xa7\x96\x97\x93.\xbf\xbf_\xc7\xf9""\x93\xd67\x05'",8934629.0,21000.0,1000000000.0,36.0,10.0,1573766190.0,210000.0
"b'{9XvU\x02\x8e\x16\x0bV\xcb\x08R<\xc4\xe6\x8f\xb24\x925(p\xff\x07""U\xec\xfce~\xad'",8934634.0,44339.0,1000000000.0,36.0,10.0,1573766286.0,
b'{\xdd=\xeaK\\ZO\xbd\x1c\xbb@\xd2\x9c\xb8\x11\xcc\xa8\xee\xfaD\\3\x84c\t\x16\xba\x82\xa2\x14\xc5',8934633.0,1500000.0,1500000002.0,36.0,10.0,1573766280.0,15000000.0
"b""{\xef\xfcE\x8eP\xbcs\x9b\xcc\xb4\x86\x90\xf0;'\x18`\x1fO\xd4P\xee0\x96\x80\xbf\rY7\xbb\xbe""",8934630.0,300000.0,4000000000.0,48.99999999999999,40.0,1573766197.0,12000000.0
"b'|\x98\xa2\xcdl,v\x8a\x1d\xfd\x94\x9d\x82\xc1]\x96\x93eEw\xe1\xd5C\xdd\xd0|\x9f#\x991\xe9l'",8934630.0,80000.0,10000000000.0,100.0,100.0,1573766197.0,8000000.0
b'|\xbb\xbcY\xa1\xc5\x9d\xa0K\xb6\xa1\xc4{\x13\x7f\x9ei\x0e\xbe\x10\x88\xe3\xbf.\x1d\xb9\xe5d\\\xf33_',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'}\xc7\x0f\xd9\xc1\x01\xbe|\x0f/E\xd5\xcd\xb8\x9a\xc2\xe0Z\xb3\x9b\xaf\xa2\xda\x81\x06VR\x06\xecU\xa4\x82',8934630.0,65500.0,4000000000.0,48.99999999999999,40.0,1573766197.0,2620000.0
b'}\xfc\x1b|\xfb\x96\x03\x9f!q\xc6\xc4_D3\xc4|\xe6\x07{$\xb7\xb5\x85\x92aH<\xef`\xe4z',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'~\x1b \x8d\xdc.m:\xc1\x1e\xc2\x9c\xd4\x93J\xf1%k\xebe\xdf|9\xf2?\xea5\xa7\x0f:Y\x98',8934633.0,21000.0,1000000000.0,36.0,10.0,1573766280.0,210000.0
"b'~\xe3\x81\xa6H\xbd\xbf\x02\x90\xf4\xfaH\xe8\xfb\xb9;\xf4\x8e\xc0,[\x12\xa38d\x87\x06\x0bx\xfb\xa0W'",8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'\x7f\x1dYq\x8e\x8b\x0f\xca\x0b\xb8\x84\x9f\x82h\xf7I\x18WSMy\xde\xb3\xc5\xf5a)\x12bV\xac\x85',8934633.0,27500.0,1250000000.0,36.0,10.0,1573766280.0,275000.0
b'\x81\x99\x0f$\xe0r\x98\rg\\\xd6\n\xfd\x14<\x9e\xf4\xbb\xcf\x8dS\xfa\x95\xc4\xc17\xb0`|\xde|\xb1',8934626.0,166666.0,50000000000.0,100.0,500.0,1573766161.0,83333000.0
b'\x82K\xbf\xe1\xb4(w\xb1\x142\xc0\xc8Z4\x06\xe6\x97\xbd\xd1.\xde\x05\xa7\x0c-\xb9\n& \xf3\xd9\x18',8934633.0,40000.0,2000000000.0,36.0,20.0,1573766280.0,800000.0
"b""\x82`\xc2PD\xf4\x91r\xb4\xc3w\x98\xae:\x01\xa1'\x8c\xde\x0c\xf3j\xc6\xa8\xf9\x1e%\x1e\xd64b\x13""",8934630.0,210000.0,9966341661.0,64.00000000000001,90.0,1573766197.0,18900000.0
b'\x82eA\xf3\xe2\xed\xd4V\xd0\xbe\x86\xb0\xdc\xcbFO\xe0i-\x89\x8d\xb8z\xad\xaa\t6 H\xda\x8f.',8934631.0,21000.0,50000000000.0,100.0,500.0,1573766237.0,10500000.0
b'\x82\x9d_\xc6\x12\xd0\x0c(mN\xceP\x17A\xd4\xc4{\xd9h\x0c\x80\xa1]q\xc3\x80\xb5\xcc\x9f\xc1\x0fr',8934629.0,65943.0,10000000000.0,100.0,100.0,1573766190.0,6594300.0
b'\x83\x00\xca|\xce\x0b4\x95`\xea\xc3\xe19\x7f\xbd\xc8\x82\x96\xe1Ef\x11\xcb\xc2\xf9-\xe7\x14~\x1f\xbf\x9f',8934629.0,400000.0,2000000000.0,36.0,20.0,1573766190.0,8000000.0
b'\x83[\x80a\x14\n\xc0\x9b_\xce\xe7\xc6C\x906\xf9\xf0Y\xa0\xe2\xda\x8a\xd0\x94R7\xfb\xcfG\xc9\xb7\xd4',8934630.0,21000.0,3000000000.0,36.0,30.0,1573766197.0,630000.0
b'\x84F\xab\\\xa4:H\x1e\xc5\xc1\xb0\x1fQ\xfep$\x0b\x0e\x1d\xc4\xe3npS\x82\x0e\x9a\x91\x8eTS\xfb',8934630.0,550000.0,1000000020.0,36.0,10.0,1573766197.0,5500000.0
b'\x84Gn\xf0f\xf8\xe9bU\x0f\xb3\xdd5L>\xcb\xdd6\x82\xcbE\x82\x14!\xe6\xe0\x06\xa3\xb8\xd5@\xcf',8934629.0,100000.0,10000000000.0,100.0,100.0,1573766190.0,10000000.0
"b'\x84\xec\xf0\x1c5\xfa\xe5w\x9d,\xdf.\x99\xe9\xc3It\xa7\xb6\x82\xf1NIo\xf8\x03\x1c\x8b\x1e:,u'",8934631.0,458321.0,5500000000.0,48.99999999999999,50.0,1573766237.0,22916050.0
b'\x85\x99\xd7\x04\x14\x90\xbc\xee\xd7\x06kB\xd4$\x9e\xbc\xd1\x1cc\xbe\x9do\x89[\xd8#M\xbb\x82!\xbc\xca',8934633.0,150000.0,2000000000.0,36.0,20.0,1573766280.0,3000000.0
b'\x86d\x0b\xf7\xddy\xb5?U\xed\xfdF\x8e\xf35\x070\xd5\xf8\xdbe\xea\x8f\xfc\x93\xd8y\xf1\x97\x13\x87_',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'\x86h\x89A\xc0^\xbc\x9d\x81\xfa\xfe\x1e\xdd\xb3\x90V}Z\x1a~\xaf\x9d\x10\xad\xf5\xa7\x99\xc8\x07B\xddI',8934633.0,410841.0,1000000000.0,36.0,10.0,1573766280.0,4108410.0
"b""\x87\x97\x15\xde\xe0\x96\xcej\r'9\x1c\xdd\xdc\xbd\xa1;\x17\xcd\xcd\xbb\x03\xc8\x13\xd4e\x19\x06\x8e\xcb\xd1\xed""",8934629.0,100000.0,2250000000.0,36.0,20.0,1573766190.0,2000000.0
b'\x88+\xdf\n\xc0X\xb3\x01\x84|]\xcb:\x9c\xf8Ca\x87W\x97k\x97\xd5j@rF\xf2\x98\xad\xbeD',8934630.0,152013.0,1000000000.0,36.0,10.0,1573766197.0,1520130.0
b'\x88\xc9\xa4\xbdyc^I\xc7\xce\x08\xee\xba\xc5;a\x9fr\xb4-\xb2W\xe3d\xb5s\x82\x0c\xd3{\xb0\xca',8934629.0,60000.0,25000000000.0,100.0,250.0,1573766190.0,15000000.0
b'\x8a\xca\x93\x19\xc1*K\x04h4L\x8e\xf1\xda$\xfa\t]-\xd60\xb1\x8c-\xe3\x1b\xd0\x83\xfe\xf4\x13\x88',8934630.0,57123.0,1000000000.0,36.0,10.0,1573766197.0,571230.0
"b""\x8b\t\xc3\xcc\xc1\xc6\x03zo\xf2\x7f\xfb\xc7\x10\xf32\x1cw'\xef\x98\x89\x9dE\x0fR\xcc%m\x05S\x1c""",8934634.0,38796.0,1200000000.0,36.0,10.0,1573766286.0,
b'\x8by\x95\xf9\\\x88L2\x9c;\xc0+\xd9\xe3N\x8dC`Y\xac\xa9\x95\xb1^K\xe1\x9a\x1bI\xa2\xfb*',8934629.0,210000.0,1000000000.0,36.0,10.0,1573766190.0,2100000.0
b'\x8d!\r\xdb\xba\xc5\xd2\n\x96\xb8}|tQi\x0c|\xa8\x08\xc4\xa9#\x08\xe1_\xef\xcaz\xa7_\xea\x18',8934631.0,207128.0,40000000000.0,100.0,400.0,1573766237.0,82851200.0
b'\x8dB\x88\xa0n2\xb0\xd9\xb3oX\xf8\xd9\x02\xb0\xafc\x846lip\xb8\xa4\xc2\xd0)pxy\x84\xba',8934631.0,207128.0,40000000000.0,100.0,400.0,1573766237.0,82851200.0
b'\x8dZ\xff\x8b*\xb1\x19\\\xc5\x81\x98*\xc3[\xefWM\xb4\xa1\xf7\xf0\xdd\x06\xbaJ\x8e\xb7x\xa8\x00U\x99',8934634.0,47111.0,1000000000.0,36.0,10.0,1573766286.0,
b'\x8dk\xba\xdc]\xae\x8b\xa1\xa6m\x18\xdb\xf1w\x1f\xd3_\xab\xc6\xca\x15i#\x98PF\x9e\x00B\xc2\xc7\xe4',8934629.0,65000.0,12000000000.0,100.0,120.0,1573766190.0,7800000.0
"b'\x8d\xa1\xf13""\xe2k\x9c\x80\xb4Z\xfdF""A\xf7\x107\xf1\xab\xe5\xa9\xb3\x82\xf3\x80\x04\xe3\xdb%\xc6\xee'",8934633.0,54466.0,30000000000.0,100.0,300.0,1573766280.0,16339800.0
b'\x8d\xd5:\xc7\tE\x7f\x85gj\x9e^9\xa3\x97\xfa\xe9C\xce\x7f\x91\x00\x02~\xe9\x0f$\xb5\xd2\xb4\x06\xcd',8934634.0,90000.0,1000000000.0,36.0,10.0,1573766286.0,
b'\x8e6\xac^\x92Tto>\x89=\xc6\xa9i\xb0J\x88R\xa0\xd9\xc4\x02\xee\xc5u\xbd\xe8\xc6/\xe5\xa6\xd8',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'\x8e\xd0\xde\xea\xcad\x14\r\x92\x82\xd9\xacT\xf5\x9d\xb7hv\xc5[\xc8\xe7_\x08O\xe7\xc8\xbdcF\xadl',8934634.0,38796.0,1000000000.0,36.0,10.0,1573766286.0,
b'\x8e\xdc\x82\xb7\x07\x19oe\x82m\x8a\xd6{ \xdfDb\x9c\xd0\xa5\xa8[K\xab\xd22^\x04\x80\xaa\xbb\xcd',8934631.0,65000.0,12000000000.0,100.0,120.0,1573766237.0,7800000.0
"b'\x8fF\x15^\xe4W ?L""\xb5bp\xb0L\xd9w\xf2\xcf\xdb\x08\x85\x9f\xe0\x1e\xf7\x8eP\x97(>\xdd'",8934629.0,200000.0,10000000000.0,100.0,100.0,1573766190.0,20000000.0
b'\x8f\xc1\xd1\x83\xc89G\x08\xb4P\x07\t\x0e\xf0\x114\xb0Q\xe88Q\xe3\x018}\xe9\xb35\xd0\x0b\xbe\xc6',8934631.0,60000.0,20000000000.0,100.0,200.0,1573766237.0,12000000.0
b'\x8f\xd4\xdatA\xf1Q\xb8\xc6\xdd`a\xbb\xcb!\x1d6\x83\xd9\tC\x04g\x92\xc4\xbb\xba\x1f\xc0\\K\x03',8934630.0,1418206.0,11000000013.0,100.0,110.0,1573766197.0,156002660.0
b'\x90K\x81\xc8\xec\x10\x19i.\x1f&\x93~*GM1\xbee\x18\xaa\xf9\xb7q\xce\xf2\xac\xe7\xb1\xcet\xb7',8934631.0,100000.0,30000000000.0,100.0,300.0,1573766237.0,30000000.0
b'\x91o\xa1\x92\xe9`{\x91\x00\xf4@;u\xbb\x8cm\xd7\xc7\xfb\xa3\x18\xc5\x07PV$T\xad\x18\x0e\x8c\x83',8934629.0,100000.0,2250000000.0,36.0,20.0,1573766190.0,2000000.0
"b""\x91\xfcf\x1f\xb5Q\xd9=J/\xcdp\x10\x86\xb2G\xdeD\xa0I+\xe6+Z'\x1b\x9e\x19\xc5\xa1?W""",8934633.0,150000.0,13000000000.0,100.0,130.0,1573766280.0,19500000.0
b'\x92\xd2\xdbOkA\x17\xd3\xdf\xf8pguM\xc8\xf5\xab\xe4|\xe4]\x9e\xe1\xe7\x881<\\\xe20=\xb6',8934626.0,150000.0,22000000000.0,100.0,220.0,1573766161.0,33000000.0
b'\x94\xb9\xc5(Y\xddi\xab\xa3\xb8\xd3]\x8a\xec\xed\x0f;x\xbe\x02_\x91YD%\x04K\xd8%+\\\x91',8934631.0,2000000.0,40000000000.0,100.0,400.0,1573766237.0,800000000.0
b'\x95\x83\x83^\x9c\xa0(\x15]G\xf3\xb3z\xe4\x83k\x1b\x01\xecJ \x8e\xaeGp\xd9?P\x11\xb1(\x0c',8934634.0,90000.0,1000000000.0,36.0,10.0,1573766286.0,
b'\x97ri\x83`<\xfb\xeet\xf0F\x88c-\xfa\x81\\\xd4f\x8aJc\xac\xb5Q\x1f\xd0\x18 \x00\xdc\xb9',8934633.0,21000.0,1200000000.0,36.0,10.0,1573766280.0,210000.0
b'\x97\x80[\xb0\x90\xce\xfbG>\x0b\xe1\x11w\x99\x16\xdd\xeeFk\xf7\xb2\xc7\xe7C\xe2\xa3\x1ch\xa2\x90\x1a$',8934630.0,100000.0,15000000000.0,100.0,150.0,1573766197.0,15000000.0
b'\x98S\xff\xc5o;\xe7\xfc\xc1\xc1K0\xfd\xcf\xc9\x85\x83\xbe?Wsg\xf2\xfd|\x1f\x8b\xa7\x1f\x97\x04\xf0',8934633.0,21000.0,10000000000.0,100.0,100.0,1573766280.0,2100000.0
b'\x98\x86\xf9\xe8W\xa5Y\xf8w\x16\xc1\xfd(\xabU\xd31c\xeb\xec\xbd\x96\xa9i\x02qA\xc4=\xedJ4',8934630.0,21000.0,10000000000.0,100.0,100.0,1573766197.0,2100000.0
b'\x98\xe2\xdb>E\x85\xcbN\x82>\x84N\x15\xe6\x19|\xefbS\xf5\x9b\xad\xfck\xcd\x8f\x80\xf4f2\xff\xa5',8934630.0,40000.0,2000000000.0,36.0,20.0,1573766197.0,800000.0
b'\x99\x12H\xfa\xef\xeaKp\x0b\xe4\xb2)\x11\xf9\xef\xd7\xc5\xc6>\xfb\xb6Rm-[\x81\xad\xe8\xd8\x80px',8934630.0,144494.0,5000000000.0,48.99999999999999,50.0,1573766197.0,7224700.0
"b'\x99\xf5""t\x99P\x1d\xe3\x0eq\xfa\xcc\xcdx\xc16\x1d\x94h\xdb\\\xbce\xd9\xb6q@\xfe\x87\xc7\xe6|'",8934626.0,21000.0,10000000000.0,100.0,100.0,1573766161.0,2100000.0
b'\x9a/\x8e\xba\x91\x14\xfc \xef\xbe\xfb\xdb\xa0F\x8a6\x1e4\x0c\x024\xb9\x9a\xef\xc0\xe4\x01\xd7\xef!\xd8\xf6',8934629.0,550000.0,1000000020.0,36.0,10.0,1573766190.0,5500000.0
b'\x9b\x1e\xcd\xd5)!\xe6d)\xf3o\xb7\xdfk\xec\xf5^\xee\x84z\t\xc1\x9b0\xb1SO\xbf\xdcQ\xf1p',8934634.0,44339.0,1000000000.0,36.0,10.0,1573766286.0,
"b'\x9bG\x84\x9eE\x16\xa8\xd4r\xd7W\xdf\xec\x91\x9c\x06%\xe5\x8a\x1b\xc4\xb3\xe8""\xb5[V\xdd\xeeCJ3'",8934631.0,21000.0,15445696174.0,100.0,150.0,1573766237.0,3150000.0
b'\x9cb\xfb\t:\xe9Ex\xc1\xb9#\xfe\x13w\xa4=s\xec\xa9\x04G\xc8\xa2V\x84G\xba(\x0b\xc92$',8934634.0,60000.0,9000000000.0,64.00000000000001,90.0,1573766286.0,
b'\x9c\xe8\xda\xdf\xb8\xbd~\xf1CO_\xe8\xed[\xd8\xc7\x13^\r\xe7\n\xc4I2\x12\xf7\xd0\xd3\xaf\x1ec\x95',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'\x9ds\xf7@\xe3\x1d/\xd4\xf6\x05\xc7\x00\x93\xc8\xc5\x96\xb3\xdb\x10\xde\xfd\xfc\x8a\x92AM\xffn\xae\xbc\xa6\xa8',8934630.0,90000.0,26000000000.0,100.0,260.0,1573766197.0,23400000.0
b'\x9fO@\x10~3\xd5R\xe8\x99p\xaf\x1d\x84\xb9\x11\xd3\x18\xabG\xac\xe0%U\xd2\xf1\x98\x83\xf5\x9e\xd7\xa2',8934630.0,21000.0,20000000000.0,100.0,200.0,1573766197.0,4200000.0
b'\xa0\xf19\xe9\x14\x18\x1a\xf0\x94ts\x15\xaf9\xc0L\x19\xb9`\x0f\xdcq\x1f\x94\xca\x08Mh\xbf|\x05\xc2',8934630.0,100000.0,5000000000.0,48.99999999999999,50.0,1573766197.0,5000000.0
b'\xa1\x98\xfb|\xe8\xb6\x9e\x01/(\x13\xba\xaa~\xe2s\xfc\xa4`K\xde\x9f\x8a>IUq\xa3\n\xad\\N',8934626.0,94372.0,8000000000.0,64.00000000000001,80.0,1573766161.0,7549760.0
b'\xa1\xd6\xc9\x16Kb\x83\x92g\x9b\xa7\xc1\xbb7\x83(-\xb8\xac$\xc5\xaa\xfdA]%3\xa1l\xfe\xa78',8934629.0,100000.0,11000000000.0,100.0,110.0,1573766190.0,11000000.0
b'\xa2$\x98\x9c\xca?7\xe00\xfe\x10D h\xdb\x08ZR\xc2g\x9e\x99\xf4\xd0\xa1&\x06\x9b\xc7=l\xb5',8934633.0,44554.0,1000000000.0,36.0,10.0,1573766280.0,445540.0
b'\xa2\x96\xdcX\x1be\xa8G\x02\xd2\x8a\xfa\xd4\x83Y=W\xfc\xe78\xbf\x8a\xf3S\x08\xbe\xbe\xba\xd1\xbb\xa2\xb8',8934633.0,200000.0,1000100000.0,36.0,10.0,1573766280.0,2000000.0
"b'\xa3.\x04\xe3Qt0\xa2\xab\xa5\x02W\xd6\xb6\xa3\xd7l{w\x1b\xaa\x9d\xee6\xd9\xba,`\xefV\x1a\xeb'",8934626.0,100000.0,10000000000.0,100.0,100.0,1573766161.0,10000000.0
b'\xa3\xc2]0\xf0\x9b\rD(\xb4K\xbe/\xc4\x0b\xffA\xbd&>tW\xb3\x97E\xf9n\xf7\xde\x9d\xba\\',8934626.0,21000.0,10000000000.0,100.0,100.0,1573766161.0,2100000.0
"b'\xa4s""\x84 \'\x10I\xf6$\x0f\xb31\xdf\x88{\x87k\xa3(:R\x12r\x0f\x1b@#\xb9p\xcd\xbe'",8934629.0,90000.0,40000000000.0,100.0,400.0,1573766190.0,36000000.0
"b""\xa5\xb6\x16a\xf8:m\xa9\xfd\xbcv'\xb5\xbb(\xd9\xfb\xa7\xcb\xc2'\xb5\r\x01\n\x0e\x85\xe3Z\x05\xa8\xba""",8934626.0,21000.0,10000000000.0,100.0,100.0,1573766161.0,2100000.0
"b""\xa6\xd3C\x8b\xb4\x86e\xf3'\xe2h\xce\xdc\xbf\x16\xf0\xf0c\xb9Yy-`:f\xda\x1e\x1e\x87OkO""",8934631.0,90000.0,26000000000.0,100.0,260.0,1573766237.0,23400000.0
b'\xa6\xe2\x96%A\rb\xf4\xc5\xe9\x9b\x88\x9e\x7f\xcdH\xca\xea\x05J\x19\xb3\x9c\xb8V[0\xde\xc0\x98B\x12',8934633.0,21000.0,30000000000.0,100.0,300.0,1573766280.0,6300000.0
"b""\xa7'!\xe1\xcbo\x9b\x16\x1f49V\xdf\xf9\xabhe\xbb\xcb#\x1aO\x96\x11uG&\x15\xbe\xd4P0""",8934631.0,63000.0,15000000000.0,100.0,150.0,1573766237.0,9450000.0
"b'\xa8\x91<\x0b\rT\x1e~\x93\x90\x90\xc0\xfa\x01\xa7""x\xae(\x8c\xc5o(}i~U\xfb\xa4\x1c\x9dD'",8934626.0,150000.0,22000000000.0,100.0,220.0,1573766161.0,33000000.0
b'\xa8\xb6\x9cTyt|F\x19\xda\xe7D&I8p\xe8P\x0f{\x87\xe3\xee:\x05C\xd6\xef\xc6\xee.\x85',8934631.0,60000.0,20000000000.0,100.0,200.0,1573766237.0,12000000.0
b'\xaaU|\xb3\xd2J\xf4K^\xe9 4+\xcc\x95\xc66\xf8\xb1\xf0\xbcK\xa9\x05/\x1e\x7fm\xaa\xf3\xde\x08',8934631.0,21000.0,10000000000.0,100.0,100.0,1573766237.0,2100000.0
b'\xaaV#\xf8G\x9f$\xb2\x11\xdf\xf4\x8f\x00\xca\xb67114\x10\t\xa4q\x9e\xde\x0c4k_\x1b\xcc\x07',8934631.0,207128.0,40000000000.0,100.0,400.0,1573766237.0,82851200.0
"b'\xaa\xb0\x0e\xdd\x8e\xcc\xa0\xa0x\xfd\xe0,\x95RJ\xb3\xdf9\x9b\x96\xf4R~\xab""\xa3q\x8b\xed\xfa\xa1\x06'",8934634.0,64927.0,1000000000.0,36.0,10.0,1573766286.0,
"b'\xab$\x81\xd1\x84x\xd6U@\x8a}\xdd\x7f\xa6\xa3\xc5B\xbbF\xc9\x8a\x07\x80K""\xb4BsD""4\xa2'",8934629.0,100000.0,2250000000.0,36.0,20.0,1573766190.0,2000000.0
b'\xab+\x99s\x9d\xc8\x84\x91<97\xc9\x8bd\xaf\x0b4\xde\xb5r\x8a\xb4\xfb\xde\xfe/\xff\xecx\x96\xa4t',8934631.0,65000.0,31000000000.0,100.0,310.0,1573766237.0,20150000.0
b'\xac\x17\xe0~J\x8a\xaa\x1f\xab\xdb\xf8\xd6\xfc\x92d~\xd5\xce1\xe8^\x08\xc1=\xc8u\xfb8\xfa\xda\x16\x1d',8934633.0,542131.0,20000000000.0,100.0,200.0,1573766280.0,108426200.0
b'\xac\x1e\xa5\n\x00\xe5\x81\x9f\xad\x10M2\xa9%x\x83\x85aK\x1f+\xb7i\xc8(~\xa4\xac\xf2{\xcb1',8934632.0,100000.0,10000000000.0,100.0,100.0,1573766258.0,10000000.0
b'\xac5Kk\xb8\x98\xc3\xa3\xbf\x19#\x1f\xfe\xa8~\xb7\xfc\x8dZ6\x7f\t\x7f~?s\x8a\xd9\x9e/m\xaa',8934631.0,21000.0,50000000000.0,100.0,500.0,1573766237.0,10500000.0
b'\xadE\x94\\p4\xaench\xafW\nkT40\xe9\xc6\xcbo\xe1l\\\xear\x05=!<U\x97',8934626.0,100000.0,12000000000.0,100.0,120.0,1573766161.0,12000000.0
b'\xad\xb0\x8fj\xae\x1f\x84\xfa^\x18\x0b_\xe8\xb0\tL>\x83c\xd6E:\xe7\xcdS\xb5]\x94\xdbj\x8b\xba',8934629.0,42000.0,20000000000.0,100.0,200.0,1573766190.0,8400000.0
b'\xae\x02\xadH\x9e\xae\xe3\t\xa6y\xee\xef8\x1f\x12\x91\xbb\x18\xc1\x1e\xcc\x05dPR\x05E+E\xf3uI',8934626.0,145964.0,20000000000.0,100.0,200.0,1573766161.0,29192800.0
"b""\xae\x0b\xb9\xbb\x8ao\xd2\xe2\xc1\x83\xd5'\xa7\x85\xdd\xf3\xbb\xd9|\xfc\xcd\x9e\x0f\xa1c\xf6\xd7A\x84\xbfe\x07""",8934629.0,54466.0,30000000000.0,100.0,300.0,1573766190.0,16339800.0
b'\xae\x14\x1d?\x1e\x123:\xb3\x12X\xcfs\xa2`\x98\xef\x92x\xb0\x85\x83\x10\xd1\xc9+JOF\xc76i',8934633.0,100000.0,2250000000.0,36.0,20.0,1573766280.0,2000000.0
"b'\xaeA\x03\t\x97\xbbx\xda\x8e\xfedz3\t\x97RiI\xd8\xcbhf\xea\x03\xdbx\xd5Nu""\x91\xfe'",8934633.0,340000.0,1000000000.0,36.0,10.0,1573766280.0,3400000.0
b'\xb0\x03\x0e\xf6\xf4\x18g\xe8\xe0\x85\xd8LA\xefI\xf7sE\xe8\x1d9\xd1\x97\\\x7f\xc4<\xcd/M84',8934630.0,41000.0,2000000000.0,36.0,20.0,1573766197.0,820000.0
"b'\xb0,\xb7\x06[j\x98\x032\xde`\x00K\xceJCY\x93\xcb\xfa?\xd732\xe6B7\tuIAQ'",8934630.0,21000.0,15770658037.0,100.0,150.0,1573766197.0,3150000.0
b'\xb0D\xd9zv\x130c\x8b\xee\x7f\xbcT\x06C])\xe2\x8a\x8a\xb9\x84?t#s\xf6\xb0I\x8c]\x16',8934626.0,90000.0,40000000000.0,100.0,400.0,1573766161.0,36000000.0
b'\xb1V\xe3\xc3\xb2\xd8~pb\x11\xaf\x12jSb)\xdf\x16f\x8e$\x1d\xdae\xe3\xf9\xe9\x0e\x86\xf5\x87\xe1',8934629.0,21000.0,1000000000.0,36.0,10.0,1573766190.0,210000.0
