,block_mined,gas,gas_price,hashpower_accepting,round_gp_10gwei,time_mined,tx_cost
b'\xec__\xf0\xb9\xa6O\xb6f\xf2\xaa\x9d!\x88\x82\xcd\xb3\x04\xbdx\t\xfa\xe3O\x12\x84|\x06S`\xc1\xaa',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'\xedWj\xda]S7\x93\x01\xee\xd4\x1b\xdb\x11+@a=\t\xfd.\xde6|\xa1\xcd\x1d\xf6\xf3\xbb\x99\x00',8934630.0,67037.0,1000000000.0,36.0,10.0,1573766197.0,670370.0
"b'\xedeS\xa6""m\x1cV*r|\x89\x9b\x98Z\x7f\xc3J\x07rX\x0c&i\x9e~$6\xd3\x8d\xde\xba'",8934626.0,150000.0,22000000000.0,100.0,220.0,1573766161.0,33000000.0
b'\xed\x89\xca=\x14\xb9\x9d;\xc0\xdb\xfc%\x00\xfd\x84_\xd2\xdd\xd4\xec\xa7\x05=7\x03\xeb\x14\xb3@=G\xa5',8934634.0,44275.0,1000000000.0,36.0,10.0,1573766286.0,
b'\xee\xa8\x8c\xd0p\xd1t\xa6\x18\xbeo=\xf7u\xbeq\r\xedo\x1b*\x80\x8b\xc2\x97w\x0fs\x05\xbc\x18\x8e',8934630.0,100000.0,2250000000.0,36.0,20.0,1573766197.0,2000000.0
b'\xee\xf8\x86\x83\xac\x8b\xbb\xb5\xe1\xf4\x0b\xb3~\xd9\xaf\xfa{7\xb3:\x9bh\x04yl\x83\x81\x0f6Y\xef:',8934633.0,150000.0,2000000000.0,36.0,20.0,1573766280.0,3000000.0
b'\xf0\xc0B\x08\xa2{\x13+*@\x1e5\xf3\xde7\t\xb3\x17\x81$}\x00qX+\xe0\x11(\xf4\xd8\x8b\xb7',8934631.0,21000.0,10000000000.0,100.0,100.0,1573766237.0,2100000.0
b'\xf1f\x84\xd3\xc7\x0f0\x83\x1d<\xab\x02\x06\xf7\xea5]UC\x04\xd44l3\n\xb32\xf3.\xb6\xcc\x8f',8934634.0,235727.0,1000000000.0,36.0,10.0,1573766286.0,
b'\xf1\x94\xd9a\xb3q\x00\x97u!\xba\xd6\x1b*\xd2\xcc-\xe8\x1b\xae\x9f~<\xb0\xd3\xd8\xf70\xfd\xb9D\xec',8934633.0,21000.0,1000000000.0,36.0,10.0,1573766280.0,210000.0
b'\xf1\xbap\xee\x11{\xdf\xfe\xc5\xc8\x86`\xcf\xadpF\xf0P\xc9g\x97\x97\x0c\xc1\xbaq\x05n\xdf#\xc3\xa4',8934634.0,52343.0,1000000000.0,36.0,10.0,1573766286.0,
b'\xf1\xe8\xe8N N\x9b\xedY\xcb\x93\xe8fq\xbf\x9a\x91{w:\x16l\xe5C\xe0\x8d\x8c\x1d\xca(\n]',8934631.0,60000.0,30000000000.0,100.0,300.0,1573766237.0,18000000.0
b'\xf2\x0c\x032\xe1\x99\x16A\xd0\x04\n\xf3\xa0\xbb\x1c\xd7\xc7h5\xf8\xab\xea%\x90^f3\xd8?\xb9\xf9\x80',8934633.0,150000.0,22000000000.0,100.0,220.0,1573766280.0,33000000.0
b'\xf2j\xad\xe6ZN\x04\xb2i\x0fE\x1dN\xb8\xb5\xe0/a\xaa\x93\x81\xfd\xf9\xa5\x03\xb6\x03o\x17A\x86\x02',8934630.0,52290.0,1000000000.0,36.0,10.0,1573766197.0,522900.0
b'\xf2\x81\xee\xcf\xe29\x98\xac\xa6\xc2\xcc\xd4&C\x1bIQ\xe6\xfa\xabT\x86\x82\xa6[\x1fd\xbc\xccPDB',8934634.0,200000.0,10000000000.0,100.0,100.0,1573766286.0,
"b'\xf2\x90i)?\xcd\xe3\x14\xca\xe7\xd7\xc5\x90\xf3Re\xe5a\x17\x82\xf2\xefK\x18\xbb$\x8b3\xcaC5""'",8934633.0,100000.0,5000000000.0,48.99999999999999,50.0,1573766280.0,5000000.0
b'\xf3QP\xc8\x1a\n\x96\xdc\xafb\x1e\t\xb490\xaa[\x0e#j\x92rY\xb8\xac\x8a\x7f\x91\x95\xc5\xf8\x9b',8934631.0,900000.0,12000000000.0,100.0,120.0,1573766237.0,108000000.0
"b'\xf3\xc4x\xa2Wj\x14\xb1JK\x9b4\x89\xa7\\=;<\xff\xaaj\xba\x08\x84\x82\xab""9\xbc(""\x1a'",8934631.0,60000.0,10000000000.0,100.0,100.0,1573766237.0,6000000.0
b'\xf3\xea\x17\x9e\xfd5\xf3\xee`B\xe5\x92\xc5\xa1\x97\x9a|\x86\x9c\xc8F\x8f\x7f\xeb\x1a\xf0\xdb\xee\xcd\x1a\xa7\x8a',8934634.0,90000.0,1000000000.0,36.0,10.0,1573766286.0,
b'\xf4\x16\xcf\xaf\xc2\x95\xb8\n\x1d\x12\x96p0\xf8\xb1\xe4\xc1\xd4\x9a\x18P#H\xe4\xb3mJ\xe64\xc9\x0b\x1f',8934630.0,51499.0,1000000000.0,36.0,10.0,1573766197.0,514990.0
"b'\xf4Od?\xc3\xe1\xa0dk\xd9\xd0k\x92e\x89:i\x97,C\xa3i\x1e\xd6\x8c#\x94\xc6=\xa8I^'",8934630.0,1410088.0,1220000000.0,36.0,10.0,1573766197.0,14100880.0
b'\xf4\xafl\x176\xa3\xb2\xaaKA\xd7\xcc]\x80^\xcd?\x02\xb1\xe1\x84uo\xd7\xb5\x86\x9e#6Q\t]',8934633.0,150000.0,13000000000.0,100.0,130.0,1573766280.0,19500000.0
b'\xf5\x18?zG\x15?)\x11\xc2ZIR?\xf3\xf7\x91z\x00\xd6\x8a\xea\xf4\xf8\xccN\xc4\xe7X5\rL',8934631.0,144494.0,5000000000.0,48.99999999999999,50.0,1573766237.0,7224700.0
b'\xf5p\x1c\xf8!71q\x98\xb9\x15\xc0\xa5\xaa\x9aE\x1d.\x82\xf2`a\xbf\xa7\x84%\x9d\x0ey\xf6vj',8934633.0,166666.0,50000000000.0,100.0,500.0,1573766280.0,83333000.0
b'\xf5|\xc8\xb1\x91\xb7\x9f\x96\xc3c\x00\x11\n\xbb\xba;O5rw\x06\x06\xb7\xcc\n\x83P\xfdkt\xf2\x04',8934630.0,36452.0,1100000000.0,36.0,10.0,1573766197.0,364520.0
b'\xf6\xf5ecN\x12I\xb2HN\x1a\x95D\x9b\xe2z!bG\x9a\xe9\x18U\xdc\xea\tAz\x82\x01\xec\xdf',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'\xf7\x05\xd8\xda\x89\x06\xff\xe3e\xef!\xcc\xcf\xc2\x9c6\x02t\x87w\xd9\xcd!\xeb\xbb\xcd*4\xb2\xf2\xc7_',8934626.0,90000.0,20000000000.0,100.0,200.0,1573766161.0,18000000.0
b'\xf9)\xa6\xb8\xf9\x92k-\xb7\xc3\xc5\xa8B!\xe6\x9e\x96;\xaa\xce\xe0j\xaan\x9a-\x17\xe2=V\xd0=',8934630.0,21000.0,1000000000.0,36.0,10.0,1573766197.0,210000.0
b'\xfaW\xcf\xfb\x84\xad8\xd9\xdd4\xf4\xb8\n\xabN\xbd\x07ZQz\xb7\xcc\x04\xb8\xaf\x8c\x9a\x1de\xe7w\x19',8934626.0,21000.0,10000000000.0,100.0,100.0,1573766161.0,2100000.0
b'\xfa\xe3V\xb3\x99\x80}A\xd2\xc3\x86\xbd\xfeX\xe1e\x92\x9f\xc8w\x93\xa4\xf6t\x9a\xe43\x91\xaa\x94M\xb7',8934631.0,52868.0,5000000000.0,48.99999999999999,50.0,1573766237.0,2643400.0
"b""\xfb\x9662\xa6m\xb9\x08\x84\xd3\xe0\xbc<o|'\n\x937U\xf8\x1c\xb4|\x0b\xb2\x99z<\xc7v\x93""",8934630.0,21000.0,10000000000.0,100.0,100.0,1573766197.0,2100000.0
b'\xfb\xee\xd6a?C\x02\xe0?\xb2Qb\x96vh3}Y\x8a0\xf6N\x8e0<\x06\xe3\xbd\xc9\xc1\xb1\xca',8934631.0,450000.0,5000000000.0,48.99999999999999,50.0,1573766237.0,22500000.0
b'\xfd\x06-\x8f\x8aK\x19u/\xba5`\x7f\xba\x91\x86\xb9c\xdd\xa3Eu\x10\xf3\x9f\x9f\xa1\x9dEN\xeaC',8934630.0,100000.0,2250000000.0,36.0,20.0,1573766197.0,2000000.0
b'\xfd\xdb\xddE7\xf5?xY\x8a*a+\xc1\xd9\x05\x91\xd7\r~\x9f\xd6\x97K\x99OR\xd1\xf4\xf4\x9bP',8934631.0,1446163.0,10000000000.0,100.0,100.0,1573766237.0,144616300.0
b'\xfe)?\xe5\xd1+\xb7i\xf7\xcckC\xbd\xda\x14\x11\xb1\xa1\x1b\xc7\x1c\xb4EI\x1eT[6\xc1\xdd$\x1e',8934629.0,40000.0,2000000000.0,36.0,20.0,1573766190.0,800000.0
b'\xff\xafl\n\x0ec\xe8\x82\xd7\x0bDA\xfeW\xb2\xc5\xaa\xb4g\xfb\xae:\xc7K_\xd5\xb5.m\xc0\xd1\xcc',8934630.0,90000.0,1000000000.0,36.0,10.0,1573766197.0,900000.0
b'\xff\xc7sre\x93\xbb\xe2\xea\x01\xcb\xb7\x86Q\xf9[\xbd\xce\x9cD\x9c_\x11\x85\xbat\xbbs\xc0\xd3z\xc4',8934629.0,100000.0,10000000000.0,100.0,100.0,1573766190.0,10000000.0
